method,board,split,metric,component,baseline_config,variant_config,baseline_score,variant_score,delta,same_weights_or_retrained,seeds_or_runs,n_samples,source,notes,hack_finding_id
LinkVLA,aux:action_dreaming,paper evaluation,slower_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,61.83,65.24,+3.41,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,target_speed_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,66.27,63.37,-2.9,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,lane_change_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,75.53,88.49,+12.96,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,object_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,74.69,84.34,+9.65,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,stop_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,60.93,99.88,+38.95,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,mean_instruction_success_pct,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,70.11,81.63,+11.52,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,faster_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,88.44,93.16,+4.72,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,slower_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,65.24,55.86,-9.38,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,target_speed_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,63.37,69.24,+5.87,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,lane_change_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,88.49,95.45,+6.96,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,object_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,84.34,85.38,+1.04,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,stop_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,99.88,92.14,-7.74,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,mean_instruction_success_pct,token_c2f_alignment_sequence,Token only,Token + C2F,81.63,81.87,+0.24,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,faster_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,93.16,96.48,+3.32,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,slower_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,55.86,65.57,+9.71,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,target_speed_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,69.24,74.73,+5.49,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,lane_change_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,95.45,97.42,+1.97,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,object_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,85.38,91.41,+6.03,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,stop_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,92.14,97.34,+5.2,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:action_dreaming,paper evaluation,mean_instruction_success_pct,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,81.87,87.16,+5.29,retrained,N/A,N/A,"linkvla.pdf, Table 3, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_SPICE,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,66.7,69.7,+3,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_BLEU,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,68.9,70.5,+1.6,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_ROUGE_L,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,71.5,73.1,+1.6,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_SPICE,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,49.2,53.3,+4.1,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_BLEU,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,60.3,63.7,+3.4,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_ROUGE_L,token_c2f_alignment_sequence,no Token/C2F/Align,Token only,64.3,68.0,+3.7,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_SPICE,token_c2f_alignment_sequence,Token only,Token + C2F,69.7,71.3,+1.6,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_BLEU,token_c2f_alignment_sequence,Token only,Token + C2F,70.5,69.9,-0.6,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_ROUGE_L,token_c2f_alignment_sequence,Token only,Token + C2F,73.1,73.4,+0.3,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_SPICE,token_c2f_alignment_sequence,Token only,Token + C2F,53.3,53.6,+0.3,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_BLEU,token_c2f_alignment_sequence,Token only,Token + C2F,63.7,61.6,-2.1,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_ROUGE_L,token_c2f_alignment_sequence,Token only,Token + C2F,68.0,67.3,-0.7,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_SPICE,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,71.3,73.0,+1.7,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_BLEU,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,69.9,74.7,+4.8,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,DriveLM_ROUGE_L,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,73.4,77.0,+3.6,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_SPICE,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,53.6,57.4,+3.8,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_BLEU,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,61.6,65.7,+4.1,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
LinkVLA,aux:DriveLM_and_Commentary,paper evaluation,Commentary_ROUGE_L,token_c2f_alignment_sequence,Token + C2F,Token + C2F + Align,67.3,70.8,+3.5,retrained,N/A,N/A,"linkvla.pdf, Table 4, PDF p.8",仅论文披露，无代码可核。,N/A
SteerVLA,bench2drive,paper closed-loop,DS,hierarchical_policy,SimLingo meta-actions,SteerVLA hierarchical meta-actions,85.94,88.81,+2.87,retrained,N/A,220 scenarios (paper PDF p.6),"steervla.pdf, Table 1, PDF p.6",仅论文披露，无代码可核；第二对同时改变细粒度标签与推理轨迹。,N/A
SteerVLA,bench2drive,paper closed-loop,DS,grounded_reasoning_labels,SteerVLA meta-actions,SteerVLA refined meta-actions + reasoning traces,88.81,90.71,+1.9,retrained,N/A,220 scenarios (paper PDF p.6),"steervla.pdf, Table 1, PDF p.6",仅论文披露，无代码可核；第二对同时改变细粒度标签与推理轨迹。,N/A
FIVE-VLA,bench2drive,paper closed-loop,fps_T4,vision_backbone,SimLingo no CoT,FastViTHD backbone,0.5,2.2,+1.7,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,vision_backbone,SimLingo no CoT,FastViTHD backbone,85.88,88.49,+2.61,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,vision_backbone,SimLingo no CoT,FastViTHD backbone,68.18,73.03,+4.85,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,fps_T4,efficient_direct_action_mode,FastViTHD backbone,FastViTHD + efficient driving,2.2,5.35,+3.15,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,efficient_direct_action_mode,FastViTHD backbone,FastViTHD + efficient driving,88.49,88.49,+0,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,efficient_direct_action_mode,FastViTHD backbone,FastViTHD + efficient driving,73.03,73.03,+0,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,fps_T4,recurrent_action_memory,FastViTHD backbone,FastViTHD + RAM,2.2,1.46,-0.74,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,recurrent_action_memory,FastViTHD backbone,FastViTHD + RAM,88.49,90.95,+2.46,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,recurrent_action_memory,FastViTHD backbone,FastViTHD + RAM,73.03,77.27,+4.24,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,fps_T4,recurrent_action_memory,FastViTHD + efficient driving,FIVE-VLA all components,5.35,3.89,-1.46,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,recurrent_action_memory,FastViTHD + efficient driving,FIVE-VLA all components,88.49,90.95,+2.46,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,recurrent_action_memory,FastViTHD + efficient driving,FIVE-VLA all components,73.03,77.27,+4.24,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,fps_T4,efficient_direct_action_mode,FastViTHD + RAM,FIVE-VLA all components,1.46,3.89,+2.43,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,efficient_direct_action_mode,FastViTHD + RAM,FIVE-VLA all components,90.95,90.95,+0,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,efficient_direct_action_mode,FastViTHD + RAM,FIVE-VLA all components,77.27,77.27,+0,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7, PDF p.11",仅论文披露，无代码可核；T4 FPS 为不同推理配置。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,ram_inference_mode,RAM bypass,RAM accumulation,88.23,90.95,+2.72,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,ram_inference_mode,RAM bypass,RAM accumulation,72.42,77.27,+4.85,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,ram_inference_mode,RAM unbounded,RAM accumulation,89.74,90.95,+1.21,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,ram_inference_mode,RAM unbounded,RAM accumulation,73.94,77.27,+3.33,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,ram_inference_mode,RAM reset,RAM accumulation,90.21,90.95,+0.74,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,ram_inference_mode,RAM reset,RAM accumulation,75.91,77.27,+1.36,same_weights,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,DS,ram_inference_mode,RAM disabled,RAM accumulation,88.49,90.95,+2.46,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7 and Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,SR_pct,ram_inference_mode,RAM disabled,RAM accumulation,73.03,77.27,+4.24,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 7 and Table 8, PDF p.11",Table 8 的前四种推理方式同一已训练模型；disabled 行来自 Table 7，模型无 RAM 训练。仅论文披露，无代码可核。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Efficiency,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,262.56,255.07,-7.49,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Smoothness,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,25.9,28.54,+2.64,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Merging,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,59.17,60.0,+0.83,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Overtaking,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,76.3,83.7,+7.4,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Emergency_Brake,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,81.67,87.78,+6.11,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Give_Way,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,50.0,76.67,+26.67,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
FIVE-VLA,bench2drive,paper closed-loop,Traffic_Sign,recurrent_action_memory,FastViTHD without RAM,FastViTHD with RAM,84.39,85.61,+1.22,retrained,N/A,220 scenarios (paper PDF p.8),"five_vla.pdf, Table 4, PDF p.10",仅论文披露，无代码可核；DS/SR 同对照已见 Table 7。,N/A
